Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
18/09/2019,"APT 66, BLOCK 8, THE ELMS MOUNT MERRION",,Dublin,"€312,400.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2019,"21 ST ANNES SQ, PORTMARNOCK, DUBLIN",Dublin 13,Dublin,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/06/2018,"57 THE WALLED GARDENS, CELBRIDGE, KILDARE",,Kildare,"€275,500.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2013,"37 Island View, Malahide, co dublin",,Dublin,"€387,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2021,"19 GLASSAN LODGE, PROSPECT WOOD, LONGFORD",,Longford,"€69,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2015,"8 Esmonde Avenue, Ballinagappa Road, Clane",,Kildare,"€251,101.32",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/08/2021,"CULLIGHAN, BALLYCONNELL, CAVAN",,Cavan,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2021,"20 THE GREEN, KILTERAGH, DOORADOYLE",,Limerick,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/06/2017,"32 THE DUNES, CASTLECOVE, ENNISCRONE",,Sligo,"€84,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2013,"13 FOXBOROUGH LAWN, LUCAN, DUBLIN",,Dublin,"€162,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2014,"3 ROPEWALK MEWS, ROPEWALK PLACE, RINGSEND",Dublin 4,Dublin,"€247,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2019,"2 PARKVIEW TERRACE, ST JOSEPH ST, LIMERICK",,Limerick,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2016,"FERN LODGE, HORSE QUARTER, DUNMORE EAST",,Waterford,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2021,"213 PHILIPSBURGH AVE, MARINO, DUBLIN 3",Dublin 3,Dublin,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/02/2020,"70 SAINT JOHN'S STREET, ENNISCORTHY, COUNTY WEXFORD",,Wexford,"€57,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2010,"65 Droimneach, Bweeng, Co Cork",,Cork,"€140,000.00",Yes,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/12/2013,"70 Darragh Park, Wicklow",,Wicklow,"€68,666.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/09/2015,"STONEHALL, FOXFORD, MAYO",,Mayo,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2014,"50 ST CANICES RD, GLASNEVIN NORTH, DUBLIN 11",Dublin 11,Dublin,"€453,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2012,"Raford, Kiltulla, Athenry",,Galway,"€156,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/03/2019,"47 ST MARGARETS RD, HAMPTON WOOD, FINGLAS DUBLIN 11",Dublin 11,Dublin,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2016,"1 THORNLEIGH PARK, SWORDS, DUBLIN",,Dublin,"€120,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
01/04/2016,"31 THE ORCHARD, KILLESTER, DUBLIN 5",Dublin 5,Dublin,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2021,"MOAT, CREGGS, COUNTY GALWAY",,Galway,"€32,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2014,"KILLEAGH ROAD, CASTLEMARTYR, CO CORK",,Cork,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/08/2014,"40 EDENMORE GREEN, RAHENY, DUBLIN 5",Dublin 5,Dublin,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/07/2014,"83 ALTAN WESTERN DISTRIBUTORS RD, KNOCKNACARRA, GALWAY",,Galway,"€104,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/04/2019,"32 BELGARD DOWNS, ROCHESTOWN RD, CORK",,Cork,"€150,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
01/02/2019,"FOXBORO, BALLINLOUGH, COUNTY ROSCOMMON",,Roscommon,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/01/2021,"30 BELCLARE PARK, POPPINTREE, BALLYMUN DUBLIN 11",Dublin 11,Dublin,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2012,"No. 1, Ballsgrove, Drogheda",,Louth,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2017,"113 KILTERAGH, DOORADOYLE, LIMERICK",,Limerick,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2021,"KILKERRAN NORTH, BALLINSPITTLE, CORK",,Cork,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2019,"APT 5, THOMAS ST, DUBLIN 8",Dublin 8,Dublin,"€171,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2020,"RUSHEENS, OLD PARISH, DUNGARVAN",,Waterford,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2011,"7 Whitecliff, White Church Road, Rathfarnham",,Dublin,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2011,"62 Glenmaroon Road, Palmerstown",,Dublin,"€266,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2021,"APT 312, BLOCK 12, PREMIER SQ",Dublin 11,Dublin,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2010,"LETTERILLY, GLENTIES",,Donegal,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2013,"31 Ocean Towers, Blackrock, Salthill",,Galway,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2013,"8 PORTLAND PLACE, OFF LOWER DORSET STREET, DUBLIN 1",Dublin 1,Dublin,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2012,"Knockaunvicteera, Bog Road, Lisdoonvarna",,Clare,"€51,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2019,"GLENDALE, FIDDOWN, PILTOWN",,Kilkenny,"€211,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/08/2016,"71 GRIANAN WESTBURY, CORBALLY, LIMERICK",,Clare,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"7 BEACHWOOD AVE, MAURITIOUSTOWN RD, ROSSLARE STRAND",,Wexford,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2021,"3 WOODLANDS PARK, RATOATH, MEATH",,Meath,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/11/2018,"17 GREENWOOD AVE, BLUNDEN DR MALAHIDE RD, DUBLIN 13",Dublin 13,Dublin,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2012,"59 Finglas Park, Finglas",,Dublin,"€177,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2015,"4 Rope Walk Place, Rope Walk, Blackrock",,Cork,"€280,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/08/2019,"2C KERMON HOUSE, THE MALL, DROGHEDA",,Louth,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2018,"54 ERRIS SQ BLOCK 5 CLUSTER 13, WATERVILLE, SNUGBOROUGH RD",Dublin 15,Dublin,"€267,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"16 Ocean View, The Quay, Westport",,Mayo,"€179,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2010,"54 Farmhill Road, Goatstown, Dublin 14",,Dublin,"€455,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2018,"9 GLEN EASTON WOODS, LEIXLIP, KILDARE",,Kildare,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/02/2021,"SLIEVE NA MBAN LODGE, BREANORMORE, NINE MILE HOUSE",,Tipperary,"€184,500.00",No,No,Second-Hand Dwelling house /Apartment,
19/02/2021,"132 Drakes Point, Crosshaven, Co. Cork",,Cork,"€306,167.00",No,Yes,New Dwelling house /Apartment,
12/02/2021,"TIERSHANNON, BALLYHEIGUE, TRALEE",,Kerry,"€61,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/04/2016,"CHURCHILL GARDA STATION, CHURCHILL, CO DONEGAL",,Donegal,"€62,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2011,"8 Mullary Manor, Tinure, Drogheda",,Louth,"€292,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
22/03/2018,"65 Ardilea Crescent, Clonskeagh",,Dublin,"€520,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/10/2016,"53 LATCHFORD GREEN, CASTAHEANY, CLONEE",Dublin 15,Dublin,"€221,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2021,"7 CEDARWOOD AVE, LOUGHBOY, KILKENNY",,Kilkenny,"€127,500.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2011,"84 lower main street, letterkenny",,Donegal,"€84,375.00",Yes,No,Second-Hand Dwelling house /Apartment,
25/10/2019,"122 MONKSFIELD BEAINAMULLA, ATHLONE, ROSCOMMON",,Roscommon,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2020,"DELANEY'S LANDS, BALLYMONEEN, KNOCKNACARRA",,Galway,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2018,"33 PINE RD, RINGSEND, DUBLIN 4",Dublin 4,Dublin,"€99,344.64",Yes,No,Second-Hand Dwelling house /Apartment,
12/12/2017,"No. 35 Bramble Hill, Castletreasure, Douglas",,Cork,"€232,500.00",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/12/2021,"4 RAILWAY DR, CARRICKMACROSS, MONAGHAN",,Monaghan,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/07/2014,"24 BRIDGEWATER QUAY, ISLANDBRIDGE, DUBLIN 8",Dublin 8,Dublin,"€241,500.00",No,No,Second-Hand Dwelling house /Apartment,
22/01/2021,"24 THE WATERFRONT, LYNCHS QUAY, COBH",,Cork,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2011,"Newcastle, Aughrim, Ballinasloe",,Galway,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/10/2016,"16 THE GABLES, PENNYWELL, LIMERICK",,Limerick,"€112,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2019,"GLEBE, GRANGEBELLEW, DROGHEDA",,Louth,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2020,"12 The Lawn, Donacarney Wood, Mornington",,Meath,"€262,900.00",No,Yes,New Dwelling house /Apartment,
21/12/2015,"9 ANNALY TERRACE, ONGAR RD, DUBLIN 15",Dublin 15,Dublin,"€193,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/06/2014,"17 Cois na hAbhann, Croghan, Boyle",,Roscommon,"€66,079.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
05/08/2014,"LETTERGARRIVE, CLOONLAKE, GLENCAR",,Kerry,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2021,"134 STEPASIDE PARK, STEPASIDE, DUBLIN 18",Dublin 18,Dublin,"€820,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2017,"BALLYRIGGAN, KILFINANE, LIMERICK",,Limerick,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2020,"APT. 3 BLOCK 3, VALENTIA HARBOUR APARTMENTS, THE WATERMARQUE CAHERCIVEEN",,Kerry,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2021,"77 KENNELSFORT RD, PALMERSTOWN, DUBLIN 20",Dublin 20,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2014,"1 cluain caonach, kenagh",,Longford,"€55,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/06/2011,"Craigtown, Fahan",,Donegal,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2018,"264 LARKHILL RD, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,"€304,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2016,"24 CARRICKBRACK HEATH, SUTTON, DUBLIN",Dublin 13,Dublin,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2017,"AVOCA, 7 DORGANS RD, CORK",,Cork,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2019,"APT 1, 92 RATHGAR RD, DUBLIN 6",Dublin 6,Dublin,"€2,850,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2012,"27 Cherry Glade, Delgany Wood, Delgany",,Wicklow,"€380,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
10/10/2019,"36 MERCHANTS RD, EAST WALL, DUBLIN 3",Dublin 3,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2019,"6 Cnoc Dubh Walk, Cnoc Dubh, Ballyboughal",,Dublin,"€484,581.00",No,Yes,New Dwelling house /Apartment,
29/06/2018,"APT 91 JOLLY MARINER, COOSAN, ATHLONE",,Westmeath,"€134,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2020,"10 THE COURT GREENFIELDS, FIRIES, KILLARNEY",,Kerry,"€162,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/03/2018,"131 PARKMORE EST, DUBLIN RD, TUAM",,Galway,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2017,"ST MARTHAS, LOUGHSHINNY, SKERRIES",,Dublin,"€610,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2014,"WEIR VILLAGE, KILCOLGAN, GALWAY",,Galway,"€173,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2015,"98 Wyckham Point, Wyckham Bypass, Dundrum  Dublin 16",Dublin 16,Dublin,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/06/2020,"23 MOONEY TERRACE, KILCORMAC, CO. OFFALY",,Offaly,"€59,940.00",Yes,No,Second-Hand Dwelling house /Apartment,
30/08/2018,"5 ASHCROFT, CLOYNE, CORK",,Cork,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/06/2016,"8 CHAPELTON, HOLLYSTOWN, DUBLIN 15",Dublin 15,Dublin,"€182,345.83",No,No,Second-Hand Dwelling house /Apartment,
24/04/2018,"BALLYGARRIFF, CRAUGHWELL, GALWAY",,Galway,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2021,"LAKEVIEW COURT, CORDRESSAGH, DOWRA",,Cavan,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2019,"DUNGOOLEY, KILCURRY, DUNDALK",,Louth,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2014,"1 Congress Hall, Dunboyne",,Meath,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/02/2011,"7 considine terrace, ennis",,Clare,"€37,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/11/2020,"97 BEECHGROVE, MONAGHAN",,Monaghan,"€130,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
23/11/2020,"12 THE GROVE, WEIR VIEW, CASTLECOMER RD",,Kilkenny,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2016,"THE MOUNTAIN, AILLIE, BEARNA",,Galway,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2018,"72 BRU NA GRUADAN, CASTLETROY, LIMERICK",,Limerick,"€139,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2016,"11 Hollywoodrath Crescent, Hollystown",Dublin 15,Dublin,"€262,115.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
15/10/2010,"78 Hillside, Greystones",,Wicklow,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/11/2019,"13 BEECHPARK, RENMORE, GALWAY",,Galway,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2019,"3 Glenheron Park, Glenheron, Greystones",,Wicklow,"€409,691.00",No,Yes,New Dwelling house /Apartment,
06/02/2019,"5 BALLYMANY MANOR, NEWBRIDGE, KILDARE",,Kildare,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2018,"DRUMRATH, BALLINAGH RD, KILNALECK",,Cavan,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/05/2016,"APT 55, TEMPLE COURT, DOMINICK STREET",,Dublin,"€87,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2018,"25 FITZGERALD ST, HAROLDS CROSS, DUBLIN 6",Dublin 6,Dublin,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2019,"64 LEESDALE, PARKWAY DR, MODEL FARM RD",,Cork,"€259,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/06/2014,"10 THE PROMENADE, KELLYS BAY, SKERRIES",,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2021,"Apartment 2, The Brickworks, Station Road",,Dublin,"€345,444.05",No,Yes,New Dwelling house /Apartment,
04/09/2019,"1 THE PARK, EARLS MEADOW, BALLIVOR",,Meath,"€223,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2010,"Dungeer, Taghmon",,Wexford,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/04/2018,"26 MANOR GROVE, MANOR VILLAGE, TRALEE",,Kerry,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2018,"106 BEECHWOOD PARK, POLLERTON, CARLOW",,Carlow,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2010,"120 Cartur Mor, Clybaun Road, Galway",,Galway,"€240,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/05/2015,"15 DELHURST MEWS, ONGAR PARK, CLONSILLA DUBLIN 15",Dublin 15,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/01/2015,"DINGINS, CORLISMORE, CO CAVAN",,Cavan,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2017,"44 ASHTON WOOD, BRAY, WICKLOW",,Wicklow,"€326,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/06/2021,"1 CLONETTY TERRACE, DUNGARVAN, WATERFORD",,Waterford,"€213,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2018,"BARROW WEST, ARDFERT, TRALEE",,Kerry,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/06/2017,"42 MOUNTJOY ST, DUBLIN 7, DUBLIN",Dublin 7,Dublin,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2016,"ALLINAHOW, DUNQUIN, KERRY",,Kerry,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/02/2018,"23 HAMPTON WOOD LAWN, HAMPTON WOOD, DUBLIN11",Dublin 11,Dublin,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2015,"6 Maolbuille Road, Glasnevin, Dublin 11",Dublin 11,Dublin,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2013,"12 Woodlawn Park Avenue, Firhouse, Dublin 24",Dublin 24,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/05/2019,"11 ST CLAIRES TERRACE, OLDCOURT PARK, BRAY",,Wicklow,"€373,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2019,"28 The Avenue, Crawford Woods, Church Hill",,Cork,"€348,017.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/12/2017,"BRAMBLE COTTAGE, DERRYHICK, PARKE",,Mayo,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2011,"Cooleens, Charleville",,Cork,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2010,"25 The Crescent, Meadowvale, Arklow",,Wicklow,"€167,400.00",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/04/2017,"POLLAGH, KEEL, ACHILL",,Mayo,"€6,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
26/01/2017,"KILLYNURE, CONVOY, CO DONEGAL",,Donegal,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/03/2014,"20 Mayeston Rise, Mayeston Hall, St. Margaret's Road",Dublin 11,Dublin,"€127,753.30",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/06/2016,"Apartment 36, Broad Leaf, Broad Street",,Limerick,"€7,222.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
10/08/2017,"2 Bower Court, Old Fancourt, Balbriggan",,Dublin,"€264,317.18",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/11/2018,"CLOHASS, ENNISCORTHY, WEXFORD",,Wexford,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2013,"Corbally, Kilkee",,Clare,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/02/2019,"LANGFORD HOUSE, GLENAGEARY WOODS, GLENAGEARY",,Dublin,"€950,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2017,"234 MALAHIDE RD, ARTANE, DUBLIN 5",Dublin 5,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/05/2019,"HOUSE BY THE WATERFALL, BALLYCONEELY RD, CLIFTON",,Galway,"€208,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2015,"16 PINES HAMLET, DUBLIN RD, DROGHEDA",,Louth,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/05/2013,"Kame Lodge, Dysart, Portlaoise",,Laois,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2020,"38 BEAUFORT ABBEY, NAVAN, CO MEATH",,Meath,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2019,"60 Racecourse Meadows, Racecourse Road, Dundalk",,Louth,"€182,820.00",No,Yes,New Dwelling house /Apartment,
11/04/2019,"MULLAGHMORE NORTH, MOYLOUGH, CO GALWAY",,Galway,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2019,"16 MCCURTAINS VILLAS, COLLEGE RD, CORK",,Cork,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2011,"Drum, Knock",,Mayo,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2017,"19 GLENINA, GORT RD, ENNIS",,Clare,"€186,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2014,"Bun na Leaca, Newcastle, Co Galway",,Galway,"€1,444,933.90",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
16/11/2015,"34 OAK DR, RUSHBROOKE LINKS, COBH",,Cork,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2021,"28 INISHMAAN ROAD, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2017,"1 BIRCHDALE CLOSE, KINSEALY, SWORDS",,Dublin,"€297,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2016,"70 BROAD MEADOWS SWORDS, DUBLIN",,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2017,"APT 58, ARD CLUAIN, MAIN ST",,Meath,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2016,"3 HARBOUR ST, MULLINGAR, WESTMEATH",,Westmeath,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2015,"Brookhurst, Castleoaks, Carlow",,Carlow,"€140,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
31/08/2018,"19 Shackleton Grove, Shackleton Park, Lucan",,Dublin,"€344,164.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
06/03/2014,"19 SHANNONVALE, OLD CRATLOE RD, LIMERICK",,Limerick,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/03/2021,"21 MERCHANTS RD, EAST WALL, DUBLIN 3",Dublin 3,Dublin,"€222,500.00",No,No,Second-Hand Dwelling house /Apartment,
22/07/2014,"Unit 83 Clearstream Court, Finglas",Dublin 11,Dublin,"€116,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/06/2015,"47 RATHOWEN, DUNTAHEEN RD, FERMOY",,Cork,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/05/2021,"66 Strand View, Howth Road, Clontarf",Dublin 3,Dublin,"€687,403.00",No,Yes,New Dwelling house /Apartment,
02/12/2019,"71 Dun Eimear, Bettystown",,Meath,"€329,127.00",No,Yes,New Dwelling house /Apartment,
03/05/2018,"APT OVER MIRROR MIRROR, MITCHEL STREET, THURLES",,Tipperary,"€42,500.00",No,No,Second-Hand Dwelling house /Apartment,
